complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00851,USR-113,Several systems in Canteen cannot access the internet.,2026-07-06 19:41,Internet & Network,Wi-Fi,Canteen,IT Services,High,Large Group,Resolved,INC-009,Web,True,True
CMP-00867,USR-119,The door lock in Parking Area is damaged.,2026-07-06 19:48,Hostel,Security,Parking Area,Hostel Administration,High,Large Group,Closed,,Web,False,True
CMP-00553,USR-162,The door lock in Seminar Hall is damaged.,2026-07-06 21:35,Hostel,Furniture,Seminar Hall,Hostel Administration,High,Multiple Users,Resolved,,Web,False,True
CMP-00598,USR-115,The queue at Block B - Hostel is unusually long during lunch.,2026-07-07 08:53,Canteen,Food Quality,Block B - Hostel,Food Services,Low,Multiple Users,Investigating,,Web,True,False
CMP-00259,USR-242,The computer systems in Block C - Hostel are extremely slow.,2026-07-07 09:35,Classroom Equipment,Computer,Block C - Hostel,Academic Infrastructure,Medium,Large Group,Closed,,Mobile,True,True
CMP-00684,USR-192,The pathway near CSE Block is damaged and difficult to use.,2026-07-07 14:48,Infrastructure,Building Damage,CSE Block,Facilities & Maintenance,Medium,Multiple Users,Closed,,Mobile,True,False
CMP-00254,USR-101,The computer systems in CSE Block are extremely slow.,2026-07-07 19:18,Classroom Equipment,Speaker,CSE Block,Academic Infrastructure,Medium,Individual,Reopened,,Mobile,True,True
CMP-00355,USR-092,The fan is not working in Computer Lab 1.,2026-07-08 11:15,Electricity,Socket,Computer Lab 1,Electrical Maintenance,Medium,Small Group,Investigating,,Mobile,True,False
CMP-00692,USR-110,There has been no water supply in Parking Area since for two days.,2026-07-08 13:43,Water & Sanitation,Leakage,Parking Area,Facilities & Maintenance,High,Large Group,Closed,,Web,True,False
CMP-00565,USR-067,Several systems in ECE Block cannot access the internet.,2026-07-08 15:48,Internet & Network,LAN,ECE Block,IT Services,High,Multiple Users,Investigating,INC-003,Mobile,True,False
CMP-00042,USR-008,Food served at Campus Entrance was cold today.,2026-07-08 16:51,Canteen,Payment,Campus Entrance,Food Services,Medium,Small Group,Investigating,,Web,False,False
CMP-00486,USR-152,There has been no water supply in Block B - Hostel since for two days.,2026-07-09 08:59,Water & Sanitation,Drainage,Block B - Hostel,Facilities & Maintenance,High,Large Group,Resolved,INC-016,Mobile,False,False
CMP-00001,USR-152,The Wi-Fi connection in Block A - Hostel becomes very slow during morning.,2026-07-09 12:15,Internet & Network,Wi-Fi,Block A - Hostel,IT Services,Medium,Individual,Resolved,,Web,True,True
CMP-00904,USR-025,The network keeps disconnecting in Sports Ground.,2026-07-09 12:55,Internet & Network,Internet Speed,Sports Ground,IT Services,High,Large Group,Open,,Mobile,True,False
CMP-00605,USR-231,Several systems in Sports Ground cannot access the internet.,2026-07-09 15:00,Internet & Network,LAN,Sports Ground,IT Services,High,Multiple Users,Resolved,,Web,True,False
CMP-00513,USR-032,The campus bus has not arrived at Computer Lab 2 on time.,2026-07-09 15:14,Transport,Driver,Computer Lab 2,Transport Services,Medium,Small Group,Investigating,,Web,True,False
CMP-00769,USR-075,The door lock in Transport Bay is damaged.,2026-07-09 16:06,Hostel,Room Maintenance,Transport Bay,Hostel Administration,High,Large Group,Resolved,,Mobile,False,False
CMP-00155,USR-184,The Wi-Fi connection in Seminar Hall becomes very slow during morning.,2026-07-09 17:15,Internet & Network,Network Availability,Seminar Hall,IT Services,Medium,Small Group,Resolved,INC-027,Web,True,True
CMP-00229,USR-042,The washroom in Canteen has not been cleaned properly.,2026-07-09 18:47,Cleaning,Room Cleaning,Canteen,Housekeeping,Medium,Individual,Closed,,Web,False,False
CMP-00719,USR-183,The projector in Parking Area is not displaying properly.,2026-07-09 18:50,Classroom Equipment,Speaker,Parking Area,Academic Infrastructure,Medium,Small Group,Investigating,,Mobile,False,False
CMP-00868,USR-198,The computer systems in Computer Lab 1 are extremely slow.,2026-07-10 11:08,Classroom Equipment,Smart Board,Computer Lab 1,Academic Infrastructure,Medium,Multiple Users,Open,,Mobile,False,False
CMP-00393,USR-073,Food served at Transport Bay was cold today.,2026-07-10 12:23,Canteen,Food Quality,Transport Bay,Food Services,Medium,Large Group,Open,,Mobile,True,False
CMP-00957,USR-248,The furniture in Sports Ground is broken and needs repair.,2026-07-10 15:13,Hostel,Security,Sports Ground,Hostel Administration,Medium,Multiple Users,Resolved,,Web,True,False
CMP-00269,USR-220,There is a power outage affecting Block A - Hostel.,2026-07-10 15:58,Electricity,AC,Block A - Hostel,Electrical Maintenance,High,Large Group,Closed,INC-018,Web,False,True
CMP-00415,USR-177,The door lock in Main Building is damaged.,2026-07-10 18:12,Hostel,Food,Main Building,Hostel Administration,High,Large Group,Closed,,Web,True,True
CMP-00841,USR-095,The network keeps disconnecting in Sports Ground.,2026-07-10 18:15,Internet & Network,LAN,Sports Ground,IT Services,High,Large Group,Assigned,,Web,True,False
CMP-00586,USR-026,The washroom in Campus Entrance has not been cleaned properly.,2026-07-11 09:42,Cleaning,Common Area,Campus Entrance,Housekeeping,Medium,Small Group,Investigating,,Web,True,False
CMP-00958,USR-160,Water is leaking near Main Building and the floor remains wet.,2026-07-11 16:23,Water & Sanitation,Water Pressure,Main Building,Facilities & Maintenance,Medium,Multiple Users,Resolved,,Mobile,False,False
CMP-00083,USR-007,The projector in Canteen is not displaying properly.,2026-07-11 18:16,Classroom Equipment,Computer,Canteen,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,False,True
CMP-00324,USR-042,The washroom in Main Building has not been cleaned properly.,2026-07-11 19:57,Cleaning,Washroom Cleaning,Main Building,Housekeeping,Medium,Large Group,Closed,,Mobile,False,False
CMP-00925,USR-223,Several systems in Computer Lab 1 cannot access the internet.,2026-07-11 21:41,Internet & Network,Internet Speed,Computer Lab 1,IT Services,High,Multiple Users,Resolved,,Mobile,True,False
CMP-00158,USR-117,Several systems in Transport Bay cannot access the internet.,2026-07-11 21:59,Internet & Network,Network Availability,Transport Bay,IT Services,High,Large Group,Resolved,INC-022,Mobile,True,True
CMP-00022,USR-034,Waste bins near Transport Bay are overflowing.,2026-07-12 09:00,Cleaning,Waste Disposal,Transport Bay,Housekeeping,Medium,Individual,Resolved,,Web,True,True
CMP-00287,USR-055,The campus bus has not arrived at ECE Block on time.,2026-07-12 11:10,Transport,Bus Availability,ECE Block,Transport Services,Medium,Small Group,Investigating,,Web,False,False
CMP-00404,USR-012,Food served at Computer Lab 2 was cold today.,2026-07-12 12:35,Canteen,Hygiene,Computer Lab 2,Food Services,Medium,Individual,Assigned,,Web,False,False
CMP-00299,USR-104,Several systems in Block B - Hostel cannot access the internet.,2026-07-12 15:20,Internet & Network,LAN,Block B - Hostel,IT Services,High,Multiple Users,Resolved,,Mobile,True,False
CMP-00787,USR-055,The campus bus has not arrived at Campus Entrance on time.,2026-07-12 17:59,Transport,Driver,Campus Entrance,Transport Services,Medium,Individual,Resolved,,Mobile,True,False
CMP-00126,USR-112,The lights in Block A - Hostel are flickering repeatedly.,2026-07-12 18:12,Electricity,Lighting,Block A - Hostel,Electrical Maintenance,Medium,Individual,Closed,INC-008,Web,True,False
CMP-00981,USR-068,"Water pressure has been very low in CSE Block, especially during afternoon.",2026-07-13 14:38,Water & Sanitation,Leakage,CSE Block,Facilities & Maintenance,High,Large Group,Resolved,,Mobile,False,False
CMP-00524,USR-214,Several systems in Transport Bay cannot access the internet.,2026-07-13 16:00,Internet & Network,Internet Speed,Transport Bay,IT Services,High,Large Group,Closed,INC-007,Web,True,False
CMP-00164,USR-147,There is a power outage affecting Canteen.,2026-07-13 17:55,Electricity,Fan,Canteen,Electrical Maintenance,High,Multiple Users,Closed,INC-033,Mobile,False,True
CMP-00671,USR-039,"Water pressure has been very low in Seminar Hall, especially during morning.",2026-07-14 09:19,Water & Sanitation,Water Pressure,Seminar Hall,Facilities & Maintenance,High,Multiple Users,Open,INC-019,Web,False,False
CMP-00847,USR-194,The campus bus has not arrived at ECE Block on time.,2026-07-14 11:49,Transport,Driver,ECE Block,Transport Services,Medium,Small Group,Closed,,Web,True,True
CMP-00441,USR-025,The fan is not working in Campus Entrance.,2026-07-14 18:51,Electricity,AC,Campus Entrance,Electrical Maintenance,Medium,Small Group,Open,,Web,False,False
CMP-00670,USR-131,Several systems in Canteen cannot access the internet.,2026-07-14 19:20,Internet & Network,LAN,Canteen,IT Services,High,Multiple Users,Resolved,,Mobile,True,True
CMP-00284,USR-110,The lights in Main Building are flickering repeatedly.,2026-07-14 20:10,Electricity,AC,Main Building,Electrical Maintenance,Medium,Individual,Investigating,INC-028,Web,True,False
CMP-00855,USR-207,Waste bins near Transport Bay are overflowing.,2026-07-15 08:08,Cleaning,Room Cleaning,Transport Bay,Housekeeping,Medium,Individual,Investigating,,Mobile,True,False
CMP-00368,USR-080,The computer systems in Computer Lab 2 are extremely slow.,2026-07-15 09:06,Classroom Equipment,Computer,Computer Lab 2,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,False,False
CMP-00942,USR-227,The network keeps disconnecting in ECE Block.,2026-07-15 10:25,Internet & Network,Internet Speed,ECE Block,IT Services,High,Large Group,Resolved,INC-002,Mobile,False,True
CMP-00606,USR-023,The CCTV camera near Block C - Hostel appears to be offline.,2026-07-15 10:32,Safety,CCTV,Block C - Hostel,Security Services,High,Multiple Users,Closed,,Mobile,True,False
CMP-00845,USR-148,The lights in Parking Area are flickering repeatedly.,2026-07-15 18:19,Electricity,Fan,Parking Area,Electrical Maintenance,Medium,Large Group,Assigned,,Mobile,False,False
CMP-00374,USR-029,There is a power outage affecting Computer Lab 2.,2026-07-15 20:58,Electricity,Lighting,Computer Lab 2,Electrical Maintenance,High,Large Group,Investigating,INC-009,Web,True,False
CMP-00170,USR-063,The door lock in Seminar Hall is damaged.,2026-07-16 08:15,Hostel,Room Maintenance,Seminar Hall,Hostel Administration,High,Multiple Users,Resolved,,Web,True,False
CMP-00101,USR-192,The washroom in Main Building has not been cleaned properly.,2026-07-16 10:48,Cleaning,Common Area,Main Building,Housekeeping,Medium,Multiple Users,Open,,Web,False,False
CMP-00474,USR-077,The furniture in Parking Area is broken and needs repair.,2026-07-16 12:41,Hostel,Furniture,Parking Area,Hostel Administration,Medium,Individual,Reopened,,Web,True,False
CMP-00835,USR-033,Food served at Block A - Hostel was cold today.,2026-07-16 14:05,Canteen,Seating,Block A - Hostel,Food Services,Medium,Small Group,Resolved,,Mobile,False,True
CMP-00901,USR-215,The projector in Parking Area is not displaying properly.,2026-07-16 16:04,Classroom Equipment,Smart Board,Parking Area,Academic Infrastructure,Medium,Multiple Users,Resolved,,Mobile,True,True
CMP-00114,USR-185,Waste bins near Transport Bay are overflowing.,2026-07-16 17:08,Cleaning,Washroom Cleaning,Transport Bay,Housekeeping,Medium,Small Group,Investigating,,Web,True,False
CMP-00421,USR-001,The network keeps disconnecting in Block C - Hostel.,2026-07-16 19:03,Internet & Network,Internet Speed,Block C - Hostel,IT Services,High,Large Group,Assigned,INC-009,Mobile,False,False
CMP-00751,USR-052,The network keeps disconnecting in Main Building.,2026-07-17 09:17,Internet & Network,Wi-Fi,Main Building,IT Services,High,Multiple Users,Resolved,,Mobile,True,False
CMP-00379,USR-240,The furniture in Campus Entrance is broken and needs repair.,2026-07-17 09:33,Hostel,Laundry,Campus Entrance,Hostel Administration,Medium,Large Group,Closed,,Web,False,True
CMP-00992,USR-093,The network keeps disconnecting in Parking Area.,2026-07-17 09:55,Internet & Network,LAN,Parking Area,IT Services,High,Multiple Users,Investigating,,Web,False,False
CMP-00558,USR-243,The queue at Central Library is unusually long during lunch.,2026-07-17 15:52,Canteen,Queue,Central Library,Food Services,Low,Small Group,Closed,,Web,False,False
CMP-00106,USR-113,Water is leaking near Block C - Hostel and the floor remains wet.,2026-07-17 18:31,Water & Sanitation,Water Pressure,Block C - Hostel,Facilities & Maintenance,Medium,Multiple Users,Closed,,Web,True,False
CMP-00812,USR-143,The lights in ECE Block are flickering repeatedly.,2026-07-17 19:30,Electricity,Lighting,ECE Block,Electrical Maintenance,Medium,Multiple Users,Closed,,Mobile,False,True
CMP-00681,USR-189,The door lock in CSE Block is damaged.,2026-07-17 20:46,Hostel,Food,CSE Block,Hostel Administration,High,Multiple Users,Resolved,,Mobile,False,False
CMP-00416,USR-117,The door lock in Central Library is damaged.,2026-07-18 08:38,Hostel,Food,Central Library,Hostel Administration,High,Multiple Users,Resolved,,Web,False,False
CMP-00088,USR-170,There is a power outage affecting ECE Block.,2026-07-18 10:50,Electricity,Power Outage,ECE Block,Electrical Maintenance,High,Multiple Users,Resolved,,Web,False,True
CMP-00938,USR-248,The door lock in Central Library is damaged.,2026-07-18 12:36,Hostel,Security,Central Library,Hostel Administration,High,Multiple Users,Closed,,Mobile,False,True
CMP-00880,USR-021,Food served at Main Building was cold today.,2026-07-18 14:43,Canteen,Food Quality,Main Building,Food Services,Medium,Multiple Users,Assigned,,Web,True,False
CMP-00348,USR-050,The CCTV camera near Block A - Hostel appears to be offline.,2026-07-18 21:11,Safety,CCTV,Block A - Hostel,Security Services,High,Multiple Users,Closed,,Web,False,True
CMP-00552,USR-179,Water is leaking near Sports Ground and the floor remains wet.,2026-07-19 15:30,Water & Sanitation,Water Pressure,Sports Ground,Facilities & Maintenance,Medium,Large Group,Closed,,Web,True,False
CMP-00900,USR-206,Food served at Main Building was cold today.,2026-07-19 18:07,Canteen,Food Quality,Main Building,Food Services,Medium,Individual,Reopened,,Web,True,False
CMP-00876,USR-169,The queue at Campus Entrance is unusually long during lunch.,2026-07-19 19:32,Canteen,Food Quality,Campus Entrance,Food Services,Low,Large Group,Closed,,Mobile,True,True
CMP-00651,USR-237,The computer systems in Parking Area are extremely slow.,2026-07-19 19:34,Classroom Equipment,Projector,Parking Area,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,False,False
CMP-00615,USR-247,Food served at Block C - Hostel was cold today.,2026-07-20 11:34,Canteen,Payment,Block C - Hostel,Food Services,Medium,Individual,Open,,Mobile,False,False
CMP-00310,USR-222,There has been no water supply in Campus Entrance since for three days.,2026-07-20 12:13,Water & Sanitation,Washroom,Campus Entrance,Facilities & Maintenance,High,Multiple Users,Resolved,,Mobile,True,True
CMP-00235,USR-198,The washroom in Seminar Hall has not been cleaned properly.,2026-07-20 12:47,Cleaning,Common Area,Seminar Hall,Housekeeping,Medium,Multiple Users,Resolved,,Mobile,False,True
CMP-00346,USR-042,There is a power outage affecting Computer Lab 1.,2026-07-20 19:10,Electricity,Power Outage,Computer Lab 1,Electrical Maintenance,High,Large Group,Closed,,Web,True,True
CMP-00089,USR-190,The projector in Parking Area is not displaying properly.,2026-07-21 11:37,Classroom Equipment,Smart Board,Parking Area,Academic Infrastructure,Medium,Small Group,Investigating,,Web,True,False
CMP-00353,USR-138,The computer systems in Canteen are extremely slow.,2026-07-21 11:43,Classroom Equipment,Speaker,Canteen,Academic Infrastructure,Medium,Large Group,Reopened,,Web,False,True
CMP-00716,USR-085,The network keeps disconnecting in ECE Block.,2026-07-21 14:24,Internet & Network,Wi-Fi,ECE Block,IT Services,High,Large Group,Investigating,INC-027,Web,False,False
CMP-00689,USR-095,The fan is not working in Computer Lab 2.,2026-07-22 08:24,Electricity,Lighting,Computer Lab 2,Electrical Maintenance,Medium,Large Group,Closed,,Web,False,True
CMP-00503,USR-038,The washroom in Block C - Hostel has not been cleaned properly.,2026-07-22 12:14,Cleaning,Room Cleaning,Block C - Hostel,Housekeeping,Medium,Multiple Users,Closed,,Web,False,False
CMP-00335,USR-132,The projector in Computer Lab 1 is not displaying properly.,2026-07-22 15:56,Classroom Equipment,Projector,Computer Lab 1,Academic Infrastructure,Medium,Large Group,Investigating,,Web,False,False
CMP-00058,USR-079,The CCTV camera near Seminar Hall appears to be offline.,2026-07-22 17:14,Safety,Lighting,Seminar Hall,Security Services,High,Large Group,Closed,,Mobile,True,True
CMP-00631,USR-151,The computer systems in Computer Lab 1 are extremely slow.,2026-07-23 14:56,Classroom Equipment,Microphone,Computer Lab 1,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,True,True
CMP-00311,USR-248,The queue at Parking Area is unusually long during lunch.,2026-07-23 20:44,Canteen,Seating,Parking Area,Food Services,Low,Large Group,Assigned,,Mobile,True,False
CMP-00842,USR-031,The computer systems in Campus Entrance are extremely slow.,2026-07-24 09:29,Classroom Equipment,Computer,Campus Entrance,Academic Infrastructure,Medium,Small Group,Open,,Mobile,True,False
CMP-00079,USR-161,The washroom in Parking Area has not been cleaned properly.,2026-07-24 11:38,Cleaning,Washroom Cleaning,Parking Area,Housekeeping,Medium,Small Group,Resolved,,Web,True,False
CMP-00197,USR-184,The fan is not working in Computer Lab 1.,2026-07-24 12:53,Electricity,Fan,Computer Lab 1,Electrical Maintenance,Medium,Large Group,Investigating,INC-017,Web,True,False
CMP-00711,USR-144,Food served at Computer Lab 1 was cold today.,2026-07-24 13:07,Canteen,Food Quality,Computer Lab 1,Food Services,Medium,Small Group,Resolved,,Web,True,True
CMP-00652,USR-137,The pathway near Canteen is damaged and difficult to use.,2026-07-24 17:58,Infrastructure,Road,Canteen,Facilities & Maintenance,Medium,Small Group,Reopened,,Web,False,False
CMP-00258,USR-019,The furniture in Block B - Hostel is broken and needs repair.,2026-07-24 21:02,Hostel,Room Maintenance,Block B - Hostel,Hostel Administration,Medium,Multiple Users,Investigating,,Web,False,False
CMP-00541,USR-172,The washroom in Computer Lab 2 has not been cleaned properly.,2026-07-25 12:27,Cleaning,Common Area,Computer Lab 2,Housekeeping,Medium,Large Group,Resolved,,Mobile,False,True
CMP-00038,USR-115,The furniture in Block C - Hostel is broken and needs repair.,2026-07-25 15:42,Hostel,Security,Block C - Hostel,Hostel Administration,Medium,Large Group,Closed,,Mobile,True,False
CMP-00919,USR-131,Water is leaking near Transport Bay and the floor remains wet.,2026-07-25 17:09,Water & Sanitation,Water Pressure,Transport Bay,Facilities & Maintenance,Medium,Large Group,Closed,INC-004,Web,True,False
CMP-00562,USR-172,The CCTV camera near Canteen appears to be offline.,2026-07-25 17:45,Safety,Lighting,Canteen,Security Services,High,Large Group,Assigned,,Web,False,False
CMP-00389,USR-011,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-07-25 18:03,Water & Sanitation,Washroom,Computer Lab 1,Facilities & Maintenance,Medium,Multiple Users,Closed,INC-018,Web,False,True
CMP-00342,USR-233,The projector in Seminar Hall is not displaying properly.,2026-07-25 19:58,Classroom Equipment,Smart Board,Seminar Hall,Academic Infrastructure,Medium,Small Group,Investigating,,Web,False,False
CMP-00243,USR-034,The furniture in Block B - Hostel is broken and needs repair.,2026-07-25 20:08,Hostel,Furniture,Block B - Hostel,Hostel Administration,Medium,Individual,Closed,,Mobile,True,False
CMP-00453,USR-099,The network keeps disconnecting in Canteen.,2026-07-26 14:55,Internet & Network,LAN,Canteen,IT Services,High,Large Group,Resolved,,Web,False,True
CMP-00032,USR-160,The queue at Transport Bay is unusually long during lunch.,2026-07-26 16:43,Canteen,Seating,Transport Bay,Food Services,Low,Large Group,Open,,Web,True,False
CMP-00477,USR-168,The Wi-Fi connection in Main Building becomes very slow during evening.,2026-07-26 18:42,Internet & Network,LAN,Main Building,IT Services,Medium,Small Group,Closed,INC-010,Web,True,True
CMP-00972,USR-038,The network keeps disconnecting in Campus Entrance.,2026-07-26 19:08,Internet & Network,Network Availability,Campus Entrance,IT Services,High,Large Group,Resolved,INC-014,Mobile,True,False
CMP-00908,USR-152,Waste bins near Block C - Hostel are overflowing.,2026-07-27 18:05,Cleaning,Common Area,Block C - Hostel,Housekeeping,Medium,Small Group,Closed,,Mobile,True,True
CMP-00933,USR-142,The projector in Canteen is not displaying properly.,2026-07-27 18:50,Classroom Equipment,Speaker,Canteen,Academic Infrastructure,Medium,Multiple Users,Closed,,Web,True,True
CMP-00202,USR-239,The washroom in Block A - Hostel has not been cleaned properly.,2026-07-27 19:07,Cleaning,Washroom Cleaning,Block A - Hostel,Housekeeping,Medium,Individual,Resolved,,Mobile,False,True
CMP-00212,USR-146,There is a power outage affecting Main Building.,2026-07-27 19:37,Electricity,Power Outage,Main Building,Electrical Maintenance,High,Multiple Users,Closed,,Web,False,True
CMP-00469,USR-037,There has been no water supply in CSE Block since since yesterday.,2026-07-28 12:11,Water & Sanitation,Water Supply,CSE Block,Facilities & Maintenance,High,Multiple Users,Resolved,INC-032,Mobile,True,True
CMP-00295,USR-205,Water is leaking near ECE Block and the floor remains wet.,2026-07-28 13:11,Water & Sanitation,Drainage,ECE Block,Facilities & Maintenance,Medium,Large Group,Reopened,INC-025,Web,False,True
CMP-00667,USR-060,The queue at Block B - Hostel is unusually long during lunch.,2026-07-28 13:20,Canteen,Food Quality,Block B - Hostel,Food Services,Low,Large Group,Reopened,,Mobile,True,False
CMP-00682,USR-149,There has been no water supply in Transport Bay since for two days.,2026-07-28 13:40,Water & Sanitation,Washroom,Transport Bay,Facilities & Maintenance,High,Large Group,Reopened,INC-016,Mobile,True,True
CMP-00685,USR-046,"Water pressure has been very low in Block C - Hostel, especially during 6 PM–10 PM.",2026-07-28 15:00,Water & Sanitation,Water Pressure,Block C - Hostel,Facilities & Maintenance,High,Large Group,Resolved,,Web,False,True
CMP-00579,USR-049,The washroom in Seminar Hall has not been cleaned properly.,2026-07-28 17:23,Cleaning,Room Cleaning,Seminar Hall,Housekeeping,Medium,Individual,Investigating,,Web,True,False
CMP-00702,USR-090,The computer systems in CSE Block are extremely slow.,2026-07-28 18:58,Classroom Equipment,Computer,CSE Block,Academic Infrastructure,Medium,Large Group,Assigned,,Web,True,False
CMP-00515,USR-082,The campus bus has not arrived at Campus Entrance on time.,2026-07-29 09:23,Transport,Bus Availability,Campus Entrance,Transport Services,Medium,Small Group,Resolved,,Web,False,False
CMP-00105,USR-045,The projector in Campus Entrance is not displaying properly.,2026-07-29 18:52,Classroom Equipment,Smart Board,Campus Entrance,Academic Infrastructure,Medium,Individual,Investigating,,Mobile,False,False
CMP-00196,USR-047,The computer systems in CSE Block are extremely slow.,2026-07-29 20:25,Classroom Equipment,Speaker,CSE Block,Academic Infrastructure,Medium,Small Group,Resolved,,Mobile,True,False
CMP-00634,USR-202,There is a power outage affecting Computer Lab 2.,2026-07-29 21:35,Electricity,Fan,Computer Lab 2,Electrical Maintenance,High,Multiple Users,Reopened,,Web,False,True
CMP-00837,USR-180,The CCTV camera near Block B - Hostel appears to be offline.,2026-07-30 12:36,Safety,Security,Block B - Hostel,Security Services,High,Multiple Users,Closed,,Mobile,False,False
CMP-00663,USR-020,The network keeps disconnecting in Computer Lab 1.,2026-07-30 12:53,Internet & Network,Internet Speed,Computer Lab 1,IT Services,High,Multiple Users,Investigating,INC-026,Web,False,False
CMP-00734,USR-059,There is a power outage affecting Canteen.,2026-07-30 14:12,Electricity,Fan,Canteen,Electrical Maintenance,High,Multiple Users,Reopened,,Web,False,False
CMP-00087,USR-018,The Wi-Fi connection in Sports Ground becomes very slow during morning.,2026-07-30 15:05,Internet & Network,Internet Speed,Sports Ground,IT Services,Medium,Individual,Closed,INC-009,Mobile,False,True
CMP-00084,USR-127,Water is leaking near Canteen and the floor remains wet.,2026-07-30 15:58,Water & Sanitation,Leakage,Canteen,Facilities & Maintenance,Medium,Individual,Investigating,,Web,True,False
CMP-00658,USR-188,The computer systems in Seminar Hall are extremely slow.,2026-07-30 20:54,Classroom Equipment,Speaker,Seminar Hall,Academic Infrastructure,Medium,Small Group,Investigating,,Web,True,False
CMP-00329,USR-162,The lights in Sports Ground are flickering repeatedly.,2026-07-31 10:57,Electricity,Socket,Sports Ground,Electrical Maintenance,Medium,Individual,Closed,,Web,True,True
CMP-00760,USR-096,There is a power outage affecting Main Building.,2026-07-31 11:03,Electricity,AC,Main Building,Electrical Maintenance,High,Large Group,Closed,,Web,True,True
CMP-00968,USR-162,The furniture in Computer Lab 1 is broken and needs repair.,2026-07-31 19:03,Hostel,Security,Computer Lab 1,Hostel Administration,Medium,Individual,Assigned,,Web,True,False
CMP-00184,USR-015,The washroom in Canteen has not been cleaned properly.,2026-07-31 21:05,Cleaning,Common Area,Canteen,Housekeeping,Medium,Large Group,Assigned,,Web,False,False
CMP-00175,USR-206,Food served at Campus Entrance was cold today.,2026-08-01 11:03,Canteen,Queue,Campus Entrance,Food Services,Medium,Individual,Closed,,Mobile,False,False
CMP-00239,USR-035,The computer systems in Campus Entrance are extremely slow.,2026-08-01 19:20,Classroom Equipment,Smart Board,Campus Entrance,Academic Infrastructure,Medium,Multiple Users,Investigating,,Mobile,True,False
CMP-00034,USR-168,The computer systems in Computer Lab 2 are extremely slow.,2026-08-02 08:19,Classroom Equipment,Speaker,Computer Lab 2,Academic Infrastructure,Medium,Large Group,Closed,,Web,True,False
CMP-00068,USR-117,The Wi-Fi connection in Canteen becomes very slow during afternoon.,2026-08-02 10:31,Internet & Network,Internet Speed,Canteen,IT Services,Medium,Large Group,Closed,,Mobile,False,False
CMP-00567,USR-107,The washroom in Block C - Hostel has not been cleaned properly.,2026-08-02 10:47,Cleaning,Washroom Cleaning,Block C - Hostel,Housekeeping,Medium,Individual,Resolved,,Web,False,False
CMP-00188,USR-126,The door lock in Main Building is damaged.,2026-08-03 09:21,Hostel,Food,Main Building,Hostel Administration,High,Large Group,Closed,,Mobile,False,False
CMP-00909,USR-190,The computer systems in Seminar Hall are extremely slow.,2026-08-03 15:33,Classroom Equipment,Microphone,Seminar Hall,Academic Infrastructure,Medium,Large Group,Investigating,,Web,False,False
CMP-00461,USR-122,The pathway near Campus Entrance is damaged and difficult to use.,2026-08-04 13:03,Infrastructure,Lighting,Campus Entrance,Facilities & Maintenance,Medium,Individual,Investigating,,Web,True,False
CMP-00264,USR-102,Food served at Block A - Hostel was cold today.,2026-08-04 14:52,Canteen,Food Quality,Block A - Hostel,Food Services,Medium,Small Group,Resolved,,Web,False,True
CMP-00527,USR-102,Water is leaking near Transport Bay and the floor remains wet.,2026-08-04 20:30,Water & Sanitation,Water Supply,Transport Bay,Facilities & Maintenance,Medium,Individual,Reopened,,Web,True,True
CMP-00185,USR-122,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-08-05 14:41,Water & Sanitation,Washroom,Computer Lab 1,Facilities & Maintenance,Medium,Individual,Investigating,,Web,True,False
CMP-00481,USR-238,The Wi-Fi connection in Parking Area becomes very slow during evening.,2026-08-05 18:39,Internet & Network,Internet Speed,Parking Area,IT Services,Medium,Individual,Closed,INC-001,Web,False,False
CMP-00224,USR-099,"Water pressure has been very low in Sports Ground, especially during afternoon.",2026-08-05 18:56,Water & Sanitation,Drainage,Sports Ground,Facilities & Maintenance,High,Large Group,Assigned,INC-016,Web,False,False
CMP-00673,USR-206,"Water pressure has been very low in Main Building, especially during afternoon.",2026-08-05 19:21,Water & Sanitation,Water Pressure,Main Building,Facilities & Maintenance,High,Multiple Users,Closed,,Mobile,True,False
CMP-00995,USR-210,The queue at Sports Ground is unusually long during lunch.,2026-08-06 09:36,Canteen,Payment,Sports Ground,Food Services,Low,Individual,Closed,,Web,True,False
CMP-00367,USR-141,Several systems in Block C - Hostel cannot access the internet.,2026-08-07 08:08,Internet & Network,LAN,Block C - Hostel,IT Services,High,Multiple Users,Investigating,INC-005,Web,True,False
CMP-00304,USR-118,The Wi-Fi connection in Transport Bay becomes very slow during evening.,2026-08-07 14:13,Internet & Network,LAN,Transport Bay,IT Services,Medium,Multiple Users,Open,INC-008,Mobile,False,False
CMP-00414,USR-105,The projector in Block C - Hostel is not displaying properly.,2026-08-07 14:31,Classroom Equipment,Projector,Block C - Hostel,Academic Infrastructure,Medium,Small Group,Investigating,,Web,False,False
CMP-00523,USR-136,The projector in Block C - Hostel is not displaying properly.,2026-08-07 16:49,Classroom Equipment,Projector,Block C - Hostel,Academic Infrastructure,Medium,Individual,Closed,,Mobile,False,False
